protein_id,kd,scoreSB_CB,scoreMDS_CB,scoreMDW_CB,scoreKP_CB,scoreRRP_CB,scoreMNJ_Etot_CB,scoreMNJ_Elj_CB,scoreMNJ_Ee_CB,scoreMNJ_Ehb_CB,scoreEE_CB,scoreEC_CB,scoreSB_CA,scoreMDS_CA,scoreMDW_CA,scoreKP_CA,scoreRRP_CA,scoreMNJ_Etot_CA,scoreMNJ_Elj_CA,scoreMNJ_Ee_CA,scoreMNJ_Ehb_CA,scoreEE_CA,scoreEC_CA,scoreSB_BB_NB_CB,scoreMDS_BB_NB_CB,scoreMDW_BB_NB_CB,scoreKP_BB_NB_CB,scoreRRP_BB_NB_CB,scoreMNJ_BB_NB_Etot_CB,scoreMNJ_BB_NB_Elj_CB,scoreMNJ_BB_NB_Ee_CB,scoreMNJ_BB_NB_Ehb_CB,scoreEE_BB_NB_CB,scoreEC_BB_NB_CB,scoreSB_BB_Bt_CA,scoreSB_BB_B_CA,scoreSB_BB_NB_CA,scoreMDS_BB_NB_CA,scoreMDW_BB_NB_CA,scoreKP_BB_NB_CA,scoreRRP_BB_B_CA,scoreRRP_BB_NB_CA,scoreMNJ_BB_NB_Etot_CA,scoreMNJ_BB_NB_Elj_CA,scoreMNJ_BB_NB_Ee_CA,scoreMNJ_BB_NB_Ehb_CA,scoreEE_BB_NB_CA,scoreEC_BB_NB_CA
3qbr,7.16619979668706,18.32,49.48,18.54,16.44,-65.94,-416.72,-421.14,5.11,-0.69,45.38,43.76,7.66,28.89,13.33,9.44,-7.8,94.98,91.74,3.42,-0.18,22.78,21.72,8.8,10.07,9.62,15.1,1.97,-16.87,-16.95,0.26,-0.18,5.76,35.02,-105.08,14.42,0.75,2.72,1.88,-14.26,-0.33,3,-2.61,-2.78,0.27,-0.11,3.96,24.28
3zrz,10.5209829501808,-2.28,22.35,-2.5,1.12,-31.68,-247.46,-251.95,6.08,-1.59,19.58,-18.74,1.24,44.84,2.09,2.22,-15.53,-156.9,-164.39,8.82,-1.33,35.38,-15.52,4.78,5.56,5.28,16.66,-3.43,6.28,6.1,0.2,-0.02,1.82,12.76,-9.32,-31.18,3.39,3.92,4.01,12.28,-0.24,0.93,2.35,2.19,0.18,-0.01,1.71,14.36
2xqw,6.74351236910821,3.34,3.09,4.88,2.2,-9.1,-488.82,-488.07,0,-0.75,2.26,-9.24,3.9,-0.18,2.67,2.22,0.02,48.17,48.55,0,-0.38,2.84,-6.4,32.05,34.66,33.17,46.02,-3.99,-135.59,-135.95,0.71,-0.35,11.21,73.36,-149.73,7.83,7.5,9.65,8.41,-14.28,-2.75,6.3,-7.6,-7.67,0.25,-0.19,7.83,49.81
3p71,6.41905974130525,-3.74,16.75,6.56,-1.58,-8.54,-78.88,-82.1,3.36,-0.15,17.04,4.84,-1.68,2.96,-1.07,-0.78,7.4,-5.8,-6,0.34,-0.14,9.3,1.4,23.71,25.69,25.06,-24.1,-3.2,-4.33,-4.39,0.26,-0.2,8.84,52.78,-151.55,-2.56,6.62,7.71,7.73,-48.08,-3.02,4.72,-4.99,-4.94,0.1,-0.14,6.39,37.83
3alz,6.28286453554967,-2.98,0.11,5.77,-0.76,-4.82,26.88,25.41,1.94,-0.48,1.78,-6.96,-2.56,-6.79,-7.09,-1.76,-0.97,8.1,8.17,0,-0.07,4.34,-2.9,16.68,18.72,18.37,-2.3,-4.15,-9,-9.07,0.32,-0.25,7.42,44.84,-13.92,25.1,7.49,9.76,9.1,-1.74,-0.47,1.61,2.99,2.76,0.34,-0.1,6.49,39.6
3au4,6.27459349995667,3.86,2.5,2.89,2.4,3.5,66.63,68.43,-1.6,-0.19,27.44,23.9,-0.62,0.12,3.21,-0.12,9.72,2.38,2.43,0,-0.06,11.52,9.68,15.2,17.27,16.68,-4.42,0.67,-13.98,-13.84,0.06,-0.2,6.71,43.99,-176.42,-14.15,4.24,6.18,5.68,-42.24,-0.24,4.97,-3.1,-2.9,-0.05,-0.15,4.84,32.13
3tac,6.25850957825441,5.02,7.23,7.88,5.12,14.25,24.12,24.91,0.6,-1.4,2.28,-3.26,2.56,-2.25,-1.75,2.54,12.77,-2.48,-2.43,0.24,-0.29,7.9,4.44,19.33,22.67,20.36,-20.42,-0.47,-1.26,-1.58,0.5,-0.18,8.77,51.56,-173.6,17.25,6.87,9.54,8.27,-65.72,-0.82,5.6,-1.27,-1.41,0.28,-0.14,6.52,37.73
3ry6,3.3004352842128,2.72,22.68,8.64,1.82,-23,-30.13,-36.61,7.32,-0.84,-2.72,-3.98,4.06,21.06,14.09,1.18,12.5,5.03,-1.45,6.65,-0.18,-6.82,-2.18,14.14,16.09,15.98,21.8,-11.59,-61.87,-61.77,0.37,-0.47,5.98,31.54,20.93,69.94,4.2,5.27,5.22,0.4,-3.27,-3.4,-2.62,-2.53,0.12,-0.21,4.35,21.64
3oed,6.29989480613296,10.44,8.52,37.34,15.78,-42.87,126.38,123.81,3.9,-1.33,21.08,4.12,-0.72,7.44,17.19,5.82,-2.15,-116.63,-116.34,1.04,-1.32,26.08,4.2,35.38,39.34,37.37,28.76,-3.41,-7.15,-7.7,0.84,-0.28,12.27,79.22,-112.09,3.7,8.65,11.45,9.49,-40.22,-9.2,7.49,-5.65,-5.54,0.11,-0.21,9.09,57.21
3ona,6.16637995604703,4.8,19.17,16.3,2.96,1.91,-19.31,-22.84,3.96,-0.42,3.08,-3.22,2.12,11.97,11.47,1.84,0.39,1.99,-1.36,3.48,-0.13,0.4,-5.48,3.4,3.92,3.64,23.18,-1.7,-6.67,-6.73,0.18,-0.12,3.05,20.8,-20.75,-1.27,1.89,2.53,2.21,-4.08,-2.32,0.8,2.09,2.05,0.1,-0.06,2.43,14.51
3syn,6.22072782532796,29.36,0.45,32.98,24.7,6.82,-692.08,-683.81,-5.44,-2.84,43.36,22.82,9.82,53.76,45.7,4.66,20.88,-173.61,-171.04,0.77,-3.33,8.82,3.08,39.48,43.95,41.62,72.94,3.28,-24.63,-24.86,0.8,-0.58,13.78,90.12,-380.72,-15.59,7.42,8.9,9.77,-24.96,-9.17,8.68,-5.87,-6.23,0.75,-0.39,9.5,64.43
2y8s,9.00318140873027,17.34,56.79,26.48,9.12,-46.73,-265.3,-261.87,-0.62,-2.81,81.62,39.04,5.48,62.37,25.63,-1.28,-0.3,-203.21,-209.36,7.19,-1.04,53.24,9.12,33.93,37.27,36.35,66.12,-9.51,-45.25,-45.74,0.88,-0.4,7.82,58.01,-12.25,-10.34,21.03,23.12,22.85,-1.22,-13.48,4.55,-13.74,-13.88,0.34,-0.2,6.75,52.4
3qbt,6.04466829076079,8.8,27.77,26.88,19.7,23.42,-140.35,-154.05,17.58,-3.88,41.72,23.62,1.74,33.35,35.64,9.5,14.8,-8.89,-16.74,9.84,-1.99,40.46,18.6,34.24,39.5,38.48,50.62,-0.02,-28.19,-29.49,2.03,-0.74,14.55,113.98,-229.34,-32.34,10.42,14.93,14.01,-19.94,-6.98,8.87,-13.96,-14.54,1.08,-0.5,11.33,84.79
3n4i,8.95699333788194,-1.34,-11.4,-2.23,-1.92,-14.89,-176.1,-175.19,0,-0.9,4.72,-6.64,-1.38,-3.17,0.44,-0.42,5.35,-3.37,-3.36,0,0,3.12,3.7,18.52,20.92,19.51,0.3,-2.59,-15.71,-15.97,0.42,-0.17,5.7,32.81,-75.89,3.82,7.63,9.89,8.69,-13.74,-3.05,3,-12.6,-12.85,0.35,-0.1,4.09,24.18
3qhy,11.9564528598021,2.56,-2.1,1.76,2.72,-29.3,-80.36,-79.87,-0.23,-0.26,0.02,-4.06,-0.34,-2.79,-3.56,0.2,1.88,-1.5,-1.52,0,0.01,-0.78,0.18,27.01,29.89,27.81,112.12,-6.94,-7.21,-7.31,0.32,-0.22,7.06,40.9,-74.9,2.91,10.56,13.34,11.14,57.72,-2.11,2.87,-13.49,-13.49,0.18,-0.18,4.96,29.29
3rt0,5.9197520630353,33.84,60.26,31.77,25.8,-74.39,-545.19,-552.04,10.94,-4.1,3.24,-13.2,19.24,27.52,12.74,16.12,16.55,-203.53,-202.38,1,-2.14,2.5,-3.5,39.89,47.22,43.7,19.58,-3.48,-32.08,-32.7,1.11,-0.49,13.25,80.18,-229.26,-25.28,15.35,21.9,19.17,-63.5,-5.2,6.78,-8.91,-9.35,0.72,-0.27,9.81,55.7
3noc,8.82231903119331,30.09,146.46,89.28,27.02,-262.75,-749.68,-757.25,18.21,-10.64,138.34,38.78,14.38,119.39,59.8,10.8,-21.85,957.44,950.35,8.74,-1.65,77.76,23.94,144.09,164.23,152.39,348.5,-6.66,-60.9,-61.58,1.87,-1.19,57.04,330.72,-555.58,62.39,46.93,64.17,55.25,134.48,-14.27,32.51,1.97,1.5,1.24,-0.76,42.79,247.48
3o5t,5.82285950927317,-2.58,-8.91,-7.53,-3.02,3.42,-19.54,-18.98,0,-0.56,0.06,-2.22,-0.06,-7.01,-3.87,-0.24,2.39,-8.15,-7.91,0,-0.25,2.3,0.44,18.64,20.48,19.71,14.42,-1.45,-1.41,-1.12,-0.21,-0.08,5.57,28.77,-94.49,8.3,6.2,8.17,7.17,-21.52,-2.92,3.44,-1.32,-1.18,-0.08,-0.06,4.02,20.63
3qq8,5.82285950927317,2.4,11.88,2.09,1.08,0.8,-85.3,-86.95,2.18,-0.53,3.84,4.02,1.4,0.01,-2.89,0.2,3.37,-0.03,-1.96,1.98,-0.06,1.2,-2.7,7.87,7.78,8.28,-13.88,-0.84,-12.29,-12.11,-0.04,-0.14,3.51,20.36,-24.34,6.66,3.85,3.93,4.54,-29.1,-8.11,1.85,-1.27,-1.41,0.22,-0.08,2.63,15.91
2kxw,7.99855872512045,12462.37,12473.95,12499.11,-546.84,-6796.57,75801.2,75760.97,0,40.23,4886.28,3572.1,8025.86,8254.37,8216.12,-793.8,3323.89,-1091.01,-1097.71,0,6.7,2196.18,1481.76,1.19,1.41,1.32,5.36,0.07,0.11,0.4,-0.25,-0.04,0.59,5.79,-48.49,-0.38,0.09,0.5,0.33,-9.22,-0.01,0.72,-0.52,-0.27,-0.23,-0.01,0.49,3.93
3qc8,4.94989004761754,0.48,10.33,-0.12,-0.24,4.74,-63.46,-65.07,2.02,-0.42,4.96,4.54,1.4,0.01,-2.89,0.2,2.99,-0.34,-2.28,1.99,-0.06,1.2,-2.7,7.61,7.95,8.09,-11.7,-0.89,-10.3,-10.18,0.01,-0.13,3.43,20.41,-17.32,16.76,4.09,4.48,4.75,-23.9,-5.79,1.8,-2.44,-2.62,0.26,-0.08,2.67,16.46
2xze,6.94567000357538,14.82,30.48,20.9,10.08,12.68,-74.05,-86.58,13.62,-1.08,21.82,30,3.74,-7.49,-0.54,3.22,11.16,-3.96,-5.4,1.65,-0.21,-5.5,1.98,9.17,10.26,9.57,35.04,1.28,-9.6,-9.2,-0.29,-0.11,1.37,18.12,-173.32,-4.75,4.37,5.46,4.79,19.52,-0.66,3.28,-7.02,-6.95,0.04,-0.11,1.18,14.07
3qlu,7.95717349724186,3.8,-18.26,-14.57,6.8,-107.05,-6099.27,-6080.17,-8.64,-10.45,46.42,34.04,-4.6,-20.38,-15.84,0.32,24.43,-39.19,-29.92,-8.65,-0.61,31.06,16.06,51.56,59.65,56.44,47.62,1.76,-37.23,-37.89,1.33,-0.67,21.46,135.37,-267.23,-6.53,14.21,20.31,17.84,-38.1,-11.32,13.93,-3.22,-3.65,0.8,-0.37,15.6,96.78
2xbb,4.95771397532171,1.72,20.09,17.74,2.6,-31.95,-37.15,-42.54,5.74,-0.35,13.94,0.72,-1.5,9.29,14.7,-1.04,19.62,26.05,24.4,1.72,-0.07,18.02,12.12,22.49,25.45,23.32,75.82,-1.83,-21.44,-21.37,0.37,-0.44,10.04,79.52,-208.67,-7.64,8.64,11.21,10.2,-26.56,-0.18,7.3,-7.11,-6.81,-0.04,-0.26,7.29,53.58
3rbb,7.90866981092835,8.1,49.86,27.9,10,-29.29,-568.07,-571.11,3.32,-0.28,30.08,2.94,-3.72,3.95,-0.14,-1.06,10.57,-15.43,-15.48,0,0.04,2.04,-11.58,6.65,6.9,6.68,21.14,-0.86,-6.74,-7.01,0.39,-0.11,4.62,30.59,-24.66,-29.53,2.69,3.55,2.89,5.3,-5.95,2.65,0.75,0.56,0.27,-0.08,4.54,29.61
2l2l,7.9051538707492,7990.45,7731.65,7850.64,552,5001.65,2295,2300.89,0,-5.89,8400,7712,907.64,875.61,822.91,128,290.26,105.83,105.83,0,0,832,1000,0.14,0.81,0.31,9.38,0.52,-2.33,-2.4,0.11,-0.04,0.04,2.05,-61.69,-1.43,0.1,0.75,0.32,11.24,0,0.66,-1.6,-1.86,0.29,-0.04,0.13,1.92
3onl,4.91993222239527,3.96,4.41,-0.71,4.22,-39.34,-1189.28,-1180.85,-4.62,-3.81,7.06,-7.6,2.94,-1.4,-4.46,3.84,6.06,-35.63,-33.16,-1.71,-0.76,5.32,-0.92,12.53,13.85,12.36,72.42,2.26,-16.72,-17.08,0.55,-0.2,4.07,26.46,-183.68,1.39,3.2,3.84,3.28,27.98,-1.81,3.37,-5.57,-5.7,0.29,-0.16,2.33,14.47
3oj2,6.88481606013495,-6.62,5.18,18.32,-3.84,-47.24,-231.42,-226.69,-4.3,-0.42,48.14,-14.86,-2.76,-1.85,-1,-4.38,13.92,43.06,43.52,-0.3,-0.16,23.62,-16.48,21.01,22.54,22.44,31.6,-3.14,-31.48,-31.29,0.1,-0.3,7.68,44.19,18.56,-41.86,9.87,10.66,10.3,3.5,-6.67,3.41,-3.39,-3.18,-0.04,-0.18,6.27,37.01
3ojm,6.88481606013495,-5.8,-7.05,8.68,-2.96,-21.97,-206.46,-203.33,-2.47,-0.67,13.92,-11.48,-3.74,-4.66,-2.39,-3.06,7.28,-1.77,-1.54,-0.16,-0.08,6.24,-11.22,9.24,9.81,9.89,14.06,-1.86,-18.08,-17.94,0.03,-0.17,3.79,20.8,-2.69,-28.19,5.29,5.71,5.63,-6.4,-3.15,1.9,-3.76,-3.62,-0.05,-0.09,3.17,17.84
3qml,7.88463590077503,28.58,83.61,70.14,20.54,-81.34,-1090.3,-1104.95,18.19,-3.54,-6.36,-12.4,10.68,26.58,17.51,8.04,14.42,-15.21,-22.6,8.04,-0.65,-1.76,-8.66,49.49,55.05,53.06,56.5,-3.93,-45.48,-45.49,0.73,-0.71,15.21,100.26,-440.05,8.8,14.51,19.48,18.51,-56.22,-26.8,10.58,-19.13,-18.86,0.24,-0.52,10.21,64.91
2y8t,7.84629781690803,14.88,53.33,22.99,6.8,-31.86,-145.01,-144.97,2.39,-2.43,82.82,37.4,5.4,50.56,28.08,-1.1,-14.55,-298.23,-304.17,7.14,-1.19,47.98,4.06,33.64,37.32,36.29,69.9,-10.57,-29.95,-30.47,0.86,-0.34,8.06,60.12,-17.5,-25.32,20.07,22.34,22.04,4.04,-14.41,4.24,-14.96,-15.12,0.38,-0.21,6.69,51.86
2xpx,6.82267934991324,0.14,9.73,-2.03,0.94,-13.23,105.85,104.18,1.59,0.08,25.62,14.32,-0.42,11.66,1.73,0.66,-8.22,-24.76,-26.42,1.68,-0.01,12.68,2.86,4.09,5.02,4.57,16.42,0.81,1.07,1.03,0.1,-0.05,2.94,16.86,-62.1,16.41,0.43,1.48,0.96,-4.14,-0.57,1.95,-0.56,-0.67,0.14,-0.03,2.03,12.76
3zs9,6.82267934991324,-0.3,53.65,12.07,15.2,-159.41,-702.17,-713.5,12.36,-1.03,22.02,15.96,3.9,44.05,5.29,8.5,-12.35,72.84,69,4.01,-0.17,9.46,-1.68,23.35,25.17,24.91,-10.4,0.51,-22.73,-22.54,0.15,-0.34,7.95,50.73,-236.19,8.34,6.68,8.4,8.19,-30.94,-0.31,5.14,-11.42,-11.21,0.07,-0.28,5.13,36.16
3zwl,6.79465567594989,-9.1,2.02,-11.24,-4.24,-6.36,-57.95,-57.83,0,-0.12,50.3,2.16,-7.84,-7.99,-9.95,-3.7,15.11,4.89,8.12,-3.19,-0.03,22.74,-4.84,30.69,33.66,32.51,76.44,-2.53,-34.94,-35.53,1.02,-0.43,8.55,55.89,-113.48,21.84,16.39,18.13,18.39,47.9,-2.48,3.33,-7.31,-7.61,0.56,-0.26,6.4,42.56
3b08,4.76361318894698,-4.22,52.11,17.17,-12.22,-30.78,-189.31,-197.12,7.82,-0.01,87.14,18.32,-5.42,-16.14,-13.97,-4.44,27.4,-41.83,-34.51,-7.12,-0.2,35.22,-6.24,16.98,19.53,18.3,153.14,-0.84,-25.44,-25.61,0.58,-0.41,8.24,72.78,-215.67,14.81,10.27,12.41,11.57,63.64,-0.48,5.39,-13.92,-13.53,-0.11,-0.28,5.3,44.13
3rea,6.74593140734073,8.06,31.6,31.66,9.26,-93.75,-1134.9,-1130.56,-3.21,-1.13,6.68,-9.02,-1.2,8.36,7.57,1.84,8.5,-26.22,-26.07,0,-0.14,0.88,-9.48,6.76,6.78,6.78,9.64,-0.93,3.33,3.34,0.1,-0.11,4.63,30,-47.91,-17.11,2.77,3.33,3.01,-3.98,-5.92,2.6,-1.72,-1.7,0.06,-0.08,4.37,27.7
3q9n,7.76815132127234,-4.56,11.92,10.4,-1.86,15.57,-0.95,-0.91,0,-0.04,10.48,-5.6,-0.52,5.21,0.56,0.2,2.9,-2.05,-2.02,0,-0.04,-2.82,-5.6,25.77,29.45,28.18,17.84,-2.89,11.41,11.2,0.33,-0.13,9.95,54.01,-168.52,-30.16,8.71,11.42,10.88,22.06,-1.87,6.09,2.01,1.68,0.43,-0.09,7.76,41.9
3sja,7.76815132127234,11.6,45.25,63.04,36.54,-168,-7618.65,-7625.33,24.98,-18.29,43.62,34.14,8.02,26.24,17.07,12.94,33.4,-71.55,-76.71,5.97,-0.81,14.96,7.46,64.12,70.18,69.32,37.82,2.4,-118.67,-118.09,0.47,-1.05,22.2,143.19,-690.73,13.26,14.97,18.46,19.52,-54.92,-1.71,16.79,-40.48,-39.31,-0.26,-0.91,14.32,98.1
3sua,4.72268720620873,0.23,1.65,24.68,-3.86,-19.65,-282.17,-283.04,1.23,-0.37,82.28,32.84,-10.78,-23.79,-0.76,-6.64,37.75,-27.44,-27.08,-0.29,-0.07,25.84,-7.34,52.73,61.02,57.95,-2.98,0.2,-3.42,-4.21,1.5,-0.71,33.07,185.85,-368.08,72.66,15.58,22.27,20.87,-130.04,-12.29,17.62,-8.09,-8.19,0.61,-0.51,24.67,130.99
2l9s,5.65655805366913,10604.91,10730.27,10964.12,240,-22599.52,23257.91,23264.55,0,-6.65,7792,5864,6990.15,7114.54,6951.61,816,3368.91,4283.93,4283.93,0,0,6760,5416,1.11,0.96,1.24,7.66,0.35,-7.85,-7.85,0.06,-0.06,1.17,5.77,-41.7,4.02,0.2,0.18,0.27,-0.16,-0.06,0.91,-1.89,-1.81,-0.04,-0.05,0.83,3.86
3owt,5.60279107576539,0.04,5.84,2.51,1.82,-9.07,-169.86,-166.23,-2.57,-1.06,19.9,15.12,-8.25,-0.31,5.66,-4.64,4.56,-5.96,-5.16,-0.59,-0.21,2.7,-9.28,6.54,6.76,6.69,-2.56,0.06,-27.83,-27.33,-0.37,-0.14,2.7,19.75,-55.03,-1.62,3.04,3.85,3.49,-13.8,-6.65,2.63,-3.59,-3.37,-0.13,-0.09,2.28,15.21
3sf4,8.61823582266283,-19.83,23.03,-8.82,-11.26,-110.13,-3068.96,-3055.17,3.47,-17.26,58.62,10.28,-0.66,59.24,14.47,0.56,42.42,-132.69,-139.1,8.58,-2.17,31.22,3.7,57.02,64.63,61.58,-103.84,-9.53,11.77,10.77,1.4,-0.41,14.71,88.75,-440.29,38.51,39.45,45.9,42.64,-104.4,-0.4,12.98,-6.83,-7.64,1.18,-0.37,13.25,79.33
3rdz,8.5687037096538,8.9,17.12,8.5,6.4,-50.91,-506.74,-507.17,4.31,-3.87,15.46,-16.22,5.44,36.35,11.88,4.74,-7.42,-306.6,-303.89,0.02,-2.73,6.98,-13.76,28.71,32.37,30.13,31.82,-5.19,-5,-4.82,0.13,-0.31,9.15,57.83,-5.03,-34.32,13.43,16.76,15.02,-11.6,-0.39,4.06,2.94,3.14,-0.08,-0.13,7.14,45.19
3sgk,8.53606387318889,3.7,15.37,7.54,0.58,-34.15,50.42,44.81,5.57,0.03,6.16,-3.06,4.92,13.99,10.08,2.38,7.98,-70.74,-73.82,3.23,-0.15,0.08,1.22,15.72,17.69,17.69,35.72,-2.2,-10.2,-10.36,0.46,-0.3,6.79,39.58,-82.1,-64.03,7.76,9.33,9.43,-2.12,-5.94,3.32,-5.58,-5.56,0.18,-0.2,5.14,28.82
3r4d,7.66820447890517,0.4,21.74,13.95,4.06,-19.3,-98.05,-95.04,0,-3.01,22.46,9.16,8.42,16.66,9.7,8.02,-3.07,-348.57,-345.33,0,-3.24,2.58,-5.06,21.47,24.66,24.43,-4.42,-4.32,-8.42,-8.62,0.51,-0.31,12.54,81.05,-9.79,8.66,9.25,12.24,11.82,-28.52,-17.05,3.59,5.82,5.45,0.56,-0.19,10.77,66.66
3nog,7.64837380724507,31.24,139.02,87.76,24.72,-190.4,-2043.97,-2050.09,17.1,-10.99,148.12,54.82,16.4,112.33,58.41,13.1,-18.78,749.55,744.44,6.81,-1.71,70.6,26.28,130.11,150.47,138.96,312.32,-9.77,-194.11,-194.74,2.01,-1.38,54.75,313.09,-527.17,132.22,38.36,55.39,47.12,101.64,-33.46,27.98,-6.5,-7.04,1.33,-0.78,41.4,238.65
3qbq,6.63707621711819,2.94,72.49,30.26,1.52,-32.37,210.67,199.73,11.37,-0.43,23.06,4.72,-0.68,47.04,26.55,-1.68,15.32,29.82,23.88,6.1,-0.16,17.58,-1.58,15.35,17.63,17.43,43.04,-9.65,-47.87,-47.6,0.14,-0.42,8.1,58.48,11.54,-20.07,8.43,10.93,10.75,45.8,-3.86,1.94,-17.34,-17.37,0.25,-0.22,6.9,51.16
2kt5,4.55202173156279,10612.92,11542.16,11186.22,-224,-7792.15,-18686.21,-19356.63,704.04,-33.62,3184,-640,9541.36,9948.79,10171.37,-512,3059.18,5507.08,5484.16,0,22.91,1512,-2424,2.78,3.2,3.36,3.34,-1.73,-10.47,-10.52,0.12,-0.07,0.99,5.55,7.14,-13.95,1.04,1.29,1.28,-2.9,-0.02,0.22,2.27,2.3,0.01,-0.03,0.71,3.76
2y9m,8.69740280346787,1.78,25.3,14.22,2.76,-23.41,-129.98,-130.53,2.05,-1.5,6.58,3.54,2.92,13.09,8.7,2.14,7.19,2.47,3.26,-0.64,-0.15,4.14,3.56,9.06,10.07,9.47,25.9,-0.39,-2.45,-2.56,0.24,-0.13,4.36,29.35,-47.8,1.95,2.38,2.48,2.66,-19.48,-1.77,2.14,-0.94,-0.99,0.11,-0.06,2.59,16.86
3aon,8.49331959493734,-4.62,2.98,-3.05,-0.18,-14.69,-50.99,-52.21,1.7,-0.49,30,8.66,-5.04,6.49,-6.76,-1.84,6.24,-26.35,-27.23,1.44,-0.56,6.68,-9.94,6.91,7.85,7.65,10.96,1.55,-1.59,-1.79,0.29,-0.09,2.56,17.26,-73.61,2.36,2.41,3.06,3.15,-3.66,-2.09,2.59,-2.32,-2.45,0.21,-0.08,1.86,13.35
3r9a,5.45494901844069,-11.64,24.54,-4.31,-2.28,-18.7,-284.9,-278.18,-5.09,-1.62,32.36,-36.86,-5.98,11.53,-1.1,-2.4,40.67,17.69,23.44,-5.04,-0.72,13.52,-15.42,62.28,72.02,65.88,24.28,-7.18,8.12,7.55,0.98,-0.41,20.46,118.16,-388.51,15.58,25.03,32.02,27.97,-47.78,-10.71,12.37,-2.46,-2.65,0.51,-0.32,15.73,92.23
2xhe,8.40742044455528,3.88,25.59,16.41,7.36,-47.89,-366.27,-367.67,4.07,-2.67,30.62,12.84,-2.44,-2.77,2.72,1.54,10.79,-11.27,-9.01,-1.97,-0.29,9.58,-1.2,25.53,29.06,27.87,34.32,2.2,-10.77,-11.13,0.72,-0.36,9.8,54.69,-256.96,39.13,4.93,6.72,6.58,-24.46,-0.66,6.78,-4.68,-4.63,0.19,-0.24,7.21,39.3
3t6g,7.52152342826066,7.32,35.69,22.44,5.34,0.01,-13.8,-20.88,7.14,-0.06,53.46,31.4,-2.8,1.41,4.73,-1.12,10.9,2.01,0.23,1.8,-0.02,13.72,11.12,28.47,31.79,29.97,-18.66,1.65,10.4,10.11,0.53,-0.24,12.85,69.02,-322.87,38.27,5.44,8.76,7.26,-45.16,-3.67,8.42,-2.7,-2.95,0.44,-0.18,9.63,48.67
3sjd,7.50728555469444,14.02,72.85,30.79,23.4,-304.04,-18211.75,-18214.49,13.04,-10.3,10.72,14.28,1.56,27.55,7.65,5.32,-19.88,468.78,464.18,4.71,-0.11,3.18,-4.34,26.38,28.37,28.27,-36.6,-6.85,-37.37,-36.8,-0.04,-0.53,10.56,67.41,-296.36,7.33,6.3,7.9,7.74,-14.5,-3.36,2.98,-28.6,-28.06,-0.1,-0.44,7.44,51.53
3oxu,4.46771603705953,8.02,7.84,26.23,9.52,-23.74,-487.21,-491.75,7.27,-2.73,8.1,-39.1,9.52,-1.84,11.1,5.96,5.72,-76.71,-77.09,1.63,-1.25,-3.58,-30.92,52.88,56.98,54.91,62.04,-7.4,-29.98,-30.68,1.13,-0.43,18.63,121.94,-199.81,-7.4,14.37,17.82,15.96,-5.8,-3.25,10.19,-9.59,-9.79,0.5,-0.31,13.53,87.37
3q4f,5.386245585868,-5.91,100.36,25.11,0.92,-382.07,-561.58,-568.86,10.12,-2.84,284.82,185.88,19.62,127.68,41.3,21.4,45.94,61.19,53.96,7.84,-0.61,128.4,88.84,20.45,26.64,23.15,-22.92,3.78,14.55,13.66,1.42,-0.53,19.41,125.15,-499.89,13.33,4.5,8.85,8.56,-231,-4.52,13.42,-12.2,-11.53,-0.27,-0.4,14.24,92.32
3qs7,7.39660720053517,30.38,26.64,42.01,24.62,-146.58,-3852.57,-3848.32,9.46,-13.7,68.06,15.2,18,28.52,38.37,21.22,12.66,48.5,41.48,8.93,-1.91,57.06,11.72,30.93,34.1,32.84,49.22,-12.64,-119.07,-119.09,0.86,-0.85,23.72,165.75,-257.66,44.61,14.32,17.94,17.66,0.18,-16.98,5.6,-49,-49.57,0.96,-0.38,18.5,123.15
3r85,4.38326012071094,19.1,83.34,39.55,23.92,-107.83,-1320.45,-1322.26,4.24,-2.42,180.16,147.36,-1.1,-2.08,-6.45,10.2,21.47,6.45,14.42,-7.76,-0.21,70.12,38.5,8.96,11.63,10.21,-13.16,1.88,11.29,11.23,0.27,-0.21,7.22,56.73,-255.94,22.11,0.75,2.91,2.62,-103.36,-0.9,3.35,-19.12,-18.81,-0.02,-0.28,5.6,38.57
3pvm,7.37542171891576,7.52,39.75,10.39,7.5,-17.1,-400.03,-399.74,5.24,-5.54,19.32,-40.44,-4.3,43.09,14.22,0.96,31.2,-12.58,-15.47,3.38,-0.49,12.84,-21.84,172.7,191.35,188.23,168.58,-32.76,-250.47,-250.28,2.81,-3.01,73.05,470.7,-542.24,163.53,48.13,66.01,64.23,-125.04,-22.14,24.49,-50.07,-50.68,2.26,-1.65,54.25,350.94
2x89,7.35522197265662,-4.26,14.79,-4.47,2.02,-179.99,-990.72,-991.07,1.75,-1.4,66.54,39.84,-27.04,-28.12,-29.67,-11.96,21.35,-839.64,-826.2,-11.91,-1.53,66.66,18.42,17.67,22.11,20.27,42.98,-4.15,43.68,42.66,1.3,-0.28,9.02,59.63,-57.24,-6.73,6.92,10.14,8.75,-1.5,-13.62,2.28,-54.47,-54.83,0.54,-0.18,7.64,48.75
